Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2006M03;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2006M02;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2006M01;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M12;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M11;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M10;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M09;1,11
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M08;0,41
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M07;0
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M06;1,8
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M05;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M04;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M03;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M02;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;03 Asturias, Principado de;2005M01;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2026M06;27,69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2026M05;36,13
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2026M04;40,2
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2026M03;51,37
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2026M02;53,29
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2026M01;36,49
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M12;68,48
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M11;59,12
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M10;49,28
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M09;38,93
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M08;31,5
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M07;28,55
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M06;46,69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M05;46,11
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M04;48,61
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M03;65,19
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M02;71,07
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2025M01;60,96
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M12;73,7
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M11;72,36
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M10;44,48
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M09;46,63
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M08;30,58
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M07;27,14
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M06;36,36
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M05;36,52
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M04;38,36
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M03;55,9
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M02;76,26
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2024M01;76,95
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M12;72,71
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M11;68,23
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M10;41,36
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M09;35,73
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M08;28,48
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M07;31,43
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M06;27,69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M05;44,54
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M04;43,74
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M03;51,14
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M02;69,44
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2023M01;75,34
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M12;67,7
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M11;69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M10;44,85
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M09;34,64
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M08;29,71
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M07;34,73
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M06;40,11
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M05;43,67
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M04;47,3
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M03;53,34
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M02;73,13
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2022M01;66,34
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M12;72,92
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M11;67,7
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M10;47,48
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M09;39,1
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M08;27,06
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M07;29,67
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M06;36,67
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M05;60,24
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M04;77,75
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M03;75,63
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M02;81,56
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2021M01;69,5
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M12;58,75
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M11;78,75
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M10;57,11
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M09;35,24
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M08;28,31
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M07;39,68
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M06;84,35
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M05;69,85
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M04;..
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M03;66,36
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M02;55,76
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2020M01;51,73
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M12;53,21
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M11;57,3
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M10;52,47
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M09;29,41
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M08;28,53
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M07;27,02
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M06;31,01
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M05;37,94
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M04;43,47
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M03;53,88
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M02;66,47
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2019M01;56,17
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M12;66,96
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M11;46,68
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M10;43,5
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M09;31,47
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M08;28,13
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M07;30,91
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M06;34,52
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M05;37,93
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M04;44,24
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M03;55,85
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M02;65,72
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2018M01;73,42
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M12;69,9
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M11;66,29
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M10;52,33
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M09;35,81
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M08;23,92
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M07;22,71
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M06;27,85
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M05;30,84
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M04;38,39
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M03;56,6
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M02;64,88
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2017M01;54,61
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M12;57,65
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M11;68,2
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M10;34,08
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M09;26,89
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M08;17,69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M07;23,59
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M06;26,76
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M05;31,07
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M04;30,87
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M03;53,15
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M02;80,37
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2016M01;76,11
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M12;67,48
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M11;61,97
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M10;41,44
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M09;23,96
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M08;18,68
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M07;20,54
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M06;22,96
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M05;42,28
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M04;40,07
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M03;68,43
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M02;75,51
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2015M01;46,58
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M12;80,02
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M11;62,92
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M10;45,18
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M09;35,45
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M08;17,77
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M07;16,43
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M06;33,03
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M05;36,41
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M04;53,42
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M03;70,1
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M02;73,96
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2014M01;75,92
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M12;81,82
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M11;74,05
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M10;55,04
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M09;41,63
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M08;25,32
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M07;29,76
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M06;33,48
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M05;40,39
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M04;56,28
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M03;66,8
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M02;77,71
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2013M01;69,69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M12;59,89
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M11;62,72
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M10;62,89
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M09;39,33
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M08;32,7
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M07;29,77
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M06;34,32
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M05;59,55
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M04;57,81
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M03;79,38
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M02;70,62
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2012M01;77,89
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M12;71,79
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M11;69,35
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M10;62,62
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M09;33,65
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M08;30,69
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M07;23,75
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M06;33,07
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M05;43,17
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M04;57,95
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M03;63,95
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M02;72,56
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2011M01;77,47
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M12;77,49
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M11;79,19
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M10;57,86
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M09;56,33
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M08;27,39
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M07;40,38
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M06;43,22
Total Nacional;04 Balears, Illes;Viajero;Total Nacional;04 Balears, Illes;2010M05;41,4
